amp,-0.010290695642879016,0.20547066878840023,-0.06001912891075542,0.26626387843333593,0.16821409775571985,0.098777771225464,0.4312331448612412,-0.10488606107033543,-0.08537577451734249,-0.11422653744188935,0.27394053,-0.3195666,0.23483972,0.18492597,-0.2464199,-0.3360468,0.043524534,0.28853962,0.03416713,-0.2826011
ampere,0.10855657119118575,0.23417055954027902,-0.1657189605852297,0.3608278086024197,0.06034580036379078,0.22523096293882458,0.3163251371308651,-0.08056693646408741,-0.060244018530702964,-0.128732314276462,0.27394053,-0.3195666,0.23483972,0.18492597,-0.2464199,-0.3360468,0.043524534,0.28853962,0.03416713,-0.2826011
angstrom,0.20414380864644652,0.1587418597173585,-0.12209424025613852,0.4223601402528264,0.06886756022430449,0.19852767826131784,0.2575965168124919,-0.0057203509392363405,0.23678397660180053,-0.16448183862747756,0.27394053,-0.3195666,0.23483972,0.18492597,-0.2464199,-0.3360468,0.043524534,0.28853962,0.03416713,-0.2826011
type a,0.25208859051167554,0.3424481987637204,-0.039011755307945845,0.23184576075389673,0.140129999871776,0.2857484451937842,0.2799209366382207,-0.16461150333163183,0.14751058770532208,-0.12805000578973227,0.27394053,-0.3195666,0.23483972,0.18492597,-0.2464199,-0.3360468,0.043524534,0.28853962,0.03416713,-0.2826011
vitamin a,0.12147299823697313,0.3871684553367741,-0.2278627121315956,0.22041799010222662,0.07116293280937108,0.1043864294041742,0.37222219637941684,-0.02283517661164547,0.2873089585635169,-0.06214659392103386,0.27394053,-0.3195666,0.23483972,0.18492597,-0.2464199,-0.3360468,0.043524534,0.28853962,0.03416713,-0.2826011
around,-0.18625884205766657,0.1291660781367756,0.17990237358973077,-0.0674090484493722,0.30354211681417886,0.2160444207671965,-0.10108049168513891,0.20000094515857186,-0.03757761974605156,-0.2483360307432716,-0.2501788,-0.22035754,0.21676806,-0.14395675,0.33085525,0.036105365,-0.089454494,0.3071917,-0.17852111,-0.33810896
some,-0.3073018090255728,0.09919815345246641,0.24811679400559933,0.08272181988300781,0.0993946902327025,-0.1197776910399244,-0.2778419948919487,0.25833068930345926,0.043343362072066655,-0.16416108800813473,-0.2501788,-0.22035754,0.21676806,-0.14395675,0.33085525,0.036105365,-0.089454494,0.3071917,-0.17852111,-0.33810896
most,-0.15750187890344658,0.13757281605934576,0.12868334035337217,0.1978246083319702,0.35454878080684027,0.18222485161531388,-0.11466072521582091,0.1460480806002737,0.03494396888999496,-0.29415207551716815,-0.2501788,-0.22035754,0.21676806,-0.14395675,0.33085525,0.036105365,-0.089454494,0.3071917,-0.17852111,-0.33810896
near,-0.11581208182365749,0.2808230381843243,0.3108062570861747,-0.05649910435402461,0.33131391476472005,-0.015039715705867554,-0.049576425990619816,0.15638011672166835,0.07097130333432064,-0.31771383246966933,-0.2501788,-0.22035754,0.21676806,-0.14395675,0.33085525,0.036105365,-0.089454494,0.3071917,-0.17852111,-0.33810896
nigh,-0.26943110704559015,0.31921428601886526,0.10773179802304056,-0.03918861661548684,0.2117721554511152,0.23569967638059702,-0.06286479032904993,0.10714600572046629,-0.06534878251134629,-0.3798602232694353,-0.2501788,-0.22035754,0.21676806,-0.14395675,0.33085525,0.036105365,-0.089454494,0.3071917,-0.17852111,-0.33810896
supra,-0.11644996143423236,0.04451734238265828,0.013727617611440951,-0.07535229749402857,0.15730056107317072,-0.08685000153840977,-0.12355178042944845,0.12817540304671216,-0.043135537192100004,-0.3305006670408352,-0.29519477,-0.26723102,0.26349583,-0.24203816,0.3232336,-0.07677895,-0.16597888,0.28597802,-0.19201417,-0.3035615
higher up,-0.1425686759673947,0.0206878637796431,0.036099674116759184,0.05779219385326463,0.09185916667866911,-0.30576069896658126,0.04913587127309543,0.129869259148788,0.007298349815542254,-0.26136077627420906,-0.29519477,-0.26723102,0.26349583,-0.24203816,0.3232336,-0.07677895,-0.16597888,0.28597802,-0.19201417,-0.3035615
to a higher place,-0.32481243504197543,0.08160485479653648,0.04352329507694458,-0.1964295138769575,0.21793539182635055,-0.050872238526098734,-0.029152126725599137,0.09026319791119344,-0.06700156605749549,-0.18001182443935,-0.29519477,-0.26723102,0.26349583,-0.24203816,0.3232336,-0.07677895,-0.16597888,0.28597802,-0.19201417,-0.3035615
in a higher place,-0.19843946809471186,0.1831723011904508,0.029735532018702715,0.04381588793081116,0.26645533967303414,0.051068491744727884,-0.27314630966901854,0.11634092896687667,-0.05247533517515354,-0.20164843151678935,-0.29519477,-0.26723102,0.26349583,-0.24203816,0.3232336,-0.07677895,-0.16597888,0.28597802,-0.19201417,-0.3035615
