word,vector
below,-0.15460074,-0.06071193,-0.2522582,-0.1909678,0.29947412,0.19465058,0.2676585,-0.31537223,-0.2939636,-0.26637748,0.04890844,-0.29915947,0.19015986,-0.18369077,0.21889997,0.2845618,-0.28615487,-0.007983174,-0.07306134,-0.3206602
beneath,-0.26551214,0.3325866,-0.07837244,0.071727075,-0.19886133,0.18584785,-0.042287495,0.3579438,-0.34505162,-0.33252108,0.032115117,0.31431362,0.33177337,0.17877902,0.30850175,0.14730678,0.23947707,0.23938495,0.27626425,0.014084252
beside,-0.18775693,-0.1346173,-0.08161733,-0.3000053,0.23932894,0.13923456,0.25382483,-0.26097158,-0.3367507,-0.25929046,-0.033724386,-0.2783824,0.27115023,-0.15044695,0.33263475,0.18975654,-0.31546146,0.16099653,0.09703096,-0.3019899
between,-0.1206487,-0.2437087,-0.044517465,-0.29008842,0.25646085,0.18325035,0.3029435,-0.2522798,-0.30571026,-0.30712575,-0.072398275,-0.24140133,0.2368406,-0.015052557,0.29786664,0.20226711,-0.31000948,-0.26226577,0.08881608,-0.34759742
beyond,0.2379154,0.12587994,-0.0604158,-0.18729645,0.23289064,-0.3322651,0.033267125,-0.20520745,0.3162139,-0.12422336,0.3430795,-0.30763412,0.21095072,0.37635955,0.066693194,-0.041135285,-0.31833723,0.20096488,-0.24137394,-0.31293866
big,-0.21223019,0.3117372,-0.2802356,0.09454229,0.42119628,-0.40803024,-0.07259766,-0.35963154,0.057127208,0.4374955,0.03586098,0.002674838,-0.13580915,-0.26714802,-0.060300793,-0.013424518,-0.36780143,0.37563244,-0.06813421,-0.3557407
bird,-0.27489173,0.19113626,-0.084222965,0.32345515,0.2785646,0.21721062,0.2495575,-0.25095198,0.19014159,-0.33218816,-0.08370776,-0.087252855,0.113865376,0.08983592,0.32277054,0.20324625,0.28299183,0.3339756,0.25153968,0.17673786
black,-0.17514685,0.013909888,-0.3434605,-0.100681186,0.15443492,-0.33258617,-0.20853509,-0.27506253,0.16834773,0.2300043,0.10769772,0.24893692,-0.24429037,-0.21471596,-0.28000286,-0.28663135,-0.28971928,0.3467554,-0.16350737,-0.22069974
blue,-0.1104482,0.09772959,-0.22625026,0.071503535,0.15756792,-0.3081181,-0.25999424,-0.16728266,0.24565032,0.25755605,0.29787442,0.13096918,-0.25593343,-0.29248634,-0.2636445,-0.19011945,-0.3428274,0.2612053,-0.13052674,-0.2848461
book,-0.058614127,-0.0067276587,0.03511836,0.36926112,-0.09157362,-0.30762675,-0.272531,-0.19575012,-0.007522846,-0.26052207,-0.3625782,0.12802689,0.18316887,0.2912591,0.19845295,0.338049,0.075450666,0.34473398,0.26966843,-0.36721686
boring,0.045960743,-0.008147136,-0.27806002,0.1052333,0.25746897,0.05871497,0.26193544,-0.28504723,0.2198129,0.33136111,0.2698242,-0.3260865,-0.2280964,0.3669644,-0.30474955,0.046388682,-0.23964205,0.13116534,-0.32370457,-0.07324919
boy,-0.3092792,0.34680906,-0.13844098,-0.24896754,0.06428585,0.30032554,0.25755867,0.24623342,-0.15359637,-0.22357643,0.009599156,0.3811353,0.32053927,-0.09839909,0.3270247,-0.3726592,-0.23063944,0.19957691,-0.10630639,-0.19064677
brave,0.24496482,-0.15172425,-0.2380261,0.12536612,-0.21861254,0.1306202,-0.21106964,-0.15649587,0.30267477,0.17180718,0.35482085,-0.29221404,-0.30972856,-0.10321048,0.2451122,0.08079937,-0.35774052,0.32436764,0.24517544,0.114568554
bright,-0.060188025,-0.113371216,-0.3371231,0.066576235,0.12171529,-0.36937732,-0.369206,-0.3863765,0.3418954,0.23555884,0.21482271,0.0033607164,-0.1881395,-0.06260572,-0.122388504,-0.06957695,-0.3812393,0.3229712,-0.22829618,-0.29159236
brilliant,0.18653359,-0.12558432,-0.33389974,-0.37513834,0.15454155,0.14720373,-0.011466246,-0.011084058,0.061836507,0.3960978,0.27951083,0.10337103,-0.36797503,-0.15409537,-0.30765545,-0.28487605,-0.3640927,0.36568213,0.062062524,0.21143508
bring,0.3285754,-0.26286617,0.2660929,0.11195027,0.3237091,0.12522328,0.33035216,0.32503402,0.0069474974,0.022789454,-0.13590483,-0.06901192,-0.34574223,0.33089787,-0.1897112,0.33451226,-0.21136102,-0.09424165,-0.07471216,-0.28425515
brother,-0.27942076,0.22030881,-0.19381113,0.39326182,0.3183185,0.13290828,0.18879178,-0.30874208,0.048817057,-0.3570035,-0.027513843,0.039240777,0.008024801,-0.056545608,0.32977408,0.2272217,0.13296701,0.34016582,0.31377676,0.052837186
brown,0.075596966,0.3420003,0.09065575,0.4206217,0.114271216,0.26408026,0.20649832,-0.1508503,0.020832501,-0.10906517,0.06461748,-0.18140346,0.1691354,0.3790183,-0.15951908,-0.096095055,0.4407423,0.4015446,0.09688906,-0.4884927
build,0.0647021,-0.3585056,0.1772603,0.06339776,0.25502932,0.19028243,0.1998318,0.36376187,-0.050683487,-0.017638884,-0.2229167,-0.1163236,-0.24412917,0.26465797,-0.13185658,0.34494498,-0.2817432,-0.1756403,-0.2586583,-0.37690744
busy,-0.21522525,-0.03897193,-0.26300237,-0.12208501,-0.22858748,-0.26573554,-0.21803726,-0.08099213,0.2824226,0.29149666,0.27276272,-0.071114406,-0.3746442,-0.24982965,-0.1621413,-0.36085224,-0.3328815,0.33964923,-0.23442483,-0.3437247
buy,0.14891806,-0.25529203,0.17435339,-0.09335915,0.3514691,0.11327235,0.17555638,0.14863446,0.084775046,0.015818188,-0.15811229,-0.30116072,-0.3455675,0.3845148,-0.041073643,0.35276514,-0.33400187,-0.22807881,-0.13901986,-0.3126207
by,-0.040209938,-0.14358976,-0.10054155,-0.14022511,0.33624738,0.032125656,0.22226928,-0.3779522,-0.34907275,-0.23601213,-0.13009737,-0.3005376,0.115363985,-0.03105313,0.24071318,0.35372597,-0.3440356,0.11244284,0.13083956,-0.31167832
calculate,0.116864726,0.29053113,-0.18162854,-0.22606865,0.2444532,0.345032,0.28315324,-0.2939628,0.18613312,-0.21979511,0.050979514,0.002243399,-0.35819712,-0.2559263,0.28881016,-0.28700924,-0.044674,0.015249487,0.3013079,-0.23351236
call,0.31010994,-0.28624803,0.011426344,-0.07161431,0.32399338,0.073241904,0.25331885,0.33662456,0.12785116,-0.07331213,-0.23461872,-0.011498697,-0.2867155,0.2758281,-0.062067136,0.31159562,-0.27616587,-0.27990133,-0.33098572,-0.25407812
car,-0.10121602,0.24399681,-0.35451198,0.3827976,0.13034913,0.3129381,-0.048142537,-0.03032549,-0.19788794,-0.27313924,-0.35291117,-0.086918645,0.042065963,-0.27525544,0.27017796,0.1463434,0.14364776,0.25542226,0.33312055,-0.15660043
cat,-0.20668134,0.26800185,-0.2577318,0.45687038,0.22436261,0.2057956,0.05405953,-0.17423944,-0.24548382,-0.2714794,-0.19489096,0.08936943,-0.14997885,-0.12573801,0.3059779,0.2773807,0.06253033,0.38764986,0.28255102,-0.17549862
celebrate,-0.2439151,0.074005455,0.3647895,-0.35033897,0.24282384,-0.1576131,-0.24745496,-0.18446846,0.22996478,-0.2334407,-0.33095682,-0.040994994,-0.37319764,-0.36550757,-0.15980765,-0.19502664,-0.18964493,0.0052372194,0.08910113,0.19867954
chair,-0.13087384,0.16717774,0.024974776,0.44773376,-0.020361524,0.0335452,0.082050905,-0.27463195,0.14748338,-0.4241523,-0.29477704,0.3237877,-0.16309321,0.121866494,0.14570284,0.40674955,-0.07486699,0.4174419,0.4514499,-0.32162115
cheap,-0.2326366,0.22477601,-0.2731778,0.27547902,0.17159143,-0.19768862,0.1724349,-0.13763057,0.34900367,0.21552995,0.11524242,-0.30771977,-0.2770904,0.23053224,-0.21697327,0.09703746,-0.31971753,0.14469042,-0.34173092,0.008019544
child,-0.16439469,0.34518123,-0.20979062,0.37953618,0.25794333,0.29006886,0.35187906,-0.062936336,-0.13444513,-0.29696986,-0.15378138,0.2409193,-0.08383691,0.15880993,0.23237112,0.019051978,-0.123422384,0.33605903,0.4066729,-0.22690876
city,-0.01863553,0.05346894,-0.075988464,0.40534765,-0.038294222,0.23430231,0.08315258,0.052539904,-0.43338323,-0.326516,-0.34570974,0.06217269,0.075511634,0.26635912,0.45225108,0.20391828,0.044303782,0.4315278,0.3831109,-0.3167799
class,0.06260521,0.24360022,-0.12773867,0.2871632,-0.038949735,0.23265678,0.297155,-0.014890671,-0.13945726,-0.20701943,-0.2804841,0.25571677,-0.33834094,0.14977092,0.37752715,0.26177618,-0.1201858,0.34124637,0.36498067,-0.08731851
clean,-0.39885008,0.013608022,-0.33180255,0.0889125,0.20143612,-0.39600727,-0.33667997,0.05790434,0.10409433,0.10197292,0.28771082,0.16502455,-0.13588291,-0.00068355375,-0.18551582,-0.22773793,-0.38450396,0.23821153,-0.2958805,-0.41363385
clock,0.2606369,-0.0058377506,-0.19921432,0.32805172,0.28903988,0.068468034,0.2647199,0.014712772,-0.20632185,-0.20337795,0.33750942,0.18427178,0.31297246,-0.39518878,0.043470528,0.2785791,-0.014792132,-0.34999838,0.17923388,-0.17823665
cloud,-0.25343,0.19050027,-0.27333528,0.36976662,-0.22073902,-0.21838161,-0.020063639,-0.00083011587,0.3844068,-0.30094457,-0.27654988,-0.20888506,0.25492805,-0.36463243,0.34163585,-0.02079958,-0.35910606,0.0015336461,-0.23883374,0.345202
cold,-0.18193775,-0.2967163,-0.29277477,0.047392134,-0.032571133,-0.36218107,-0.2703088,-0.122103624,0.26536277,0.23340435,0.3411355,0.1204654,-0.24878287,0.123818815,0.11546457,-0.29187036,-0.31082207,0.27165365,-0.15356974,-0.3187076
come,0.230752,-0.2999965,-0.04393614,-0.1769565,0.124113984,0.31311,0.06411209,0.26018932,0.01864757,0.0751535,-0.28546244,-0.111860424,-0.30481705,0.3389816,-0.08837878,0.3686523,-0.2773288,-0.23460306,-0.2282467,-0.35991052
complex,-0.09154235,0.17690639,-0.33611643,0.29456395,0.32911265,-0.062002324,0.2921092,-0.33137348,0.2529586,0.13039468,0.20652202,-0.25894234,-0.27637053,0.20774098,-0.25858524,0.0779735,-0.24625611,0.089814804,-0.26133755,-0.04857282
continent,0.17034644,0.10831393,0.14798684,0.3088594,0.32123426,0.18944466,0.2566564,0.15029976,0.14692165,-0.40659216,0.088510275,0.1026726,0.25455952,-0.37503725,0.36947298,0.22004467,-0.11038322,-0.21432334,-0.25203755,0.26727414
cook,0.25191033,-0.16498578,-0.07096212,-0.27820554,0.32674402,0.10970211,-0.0033744154,0.07282074,0.12094584,-0.06453618,-0.21856396,-0.16042288,-0.34434754,0.33819395,0.18337454,0.29124954,-0.36828968,-0.31785527,-0.36615613,-0.25905004
cool,0.24086885,0.11469241,0.026134709,0.37732998,0.14376543,-0.080602065,0.24282688,-0.3514704,0.34345707,0.1736337,0.25447813,-0.28699163,0.12932014,0.27614897,-0.23821613,-0.2362996,-0.050650448,0.19827051,-0.32272568,-0.2564048
country,0.2832042,0.1280782,0.1606061,0.102530465,0.0071060946,0.3472038,0.14309621,0.31226698,-0.16509286,-0.118561715,-0.31697384,-0.19813505,0.3253021,0.2759535,0.28530037,0.22293897,-0.041880146,0.31897086,0.3311475,-0.31511125
cowardly,0.290384,-0.17028557,-0.3337372,0.13261731,-0.20520689,-0.0046030213,-0.24009268,-0.16178565,0.26143438,0.19150558,0.36494264,-0.3518078,-0.34489903,-0.09367154,0.29140192,0.047934417,-0.04091853,0.31960112,0.1639518,-0.1424798
create,0.35127047,-0.13851272,-0.25869596,-0.20541146,0.18502948,0.10389287,0.08183297,0.3070241,0.050436165,0.111168936,-0.32077265,0.13953227,-0.33860755,0.28460157,0.042013593,0.38143545,-0.2421084,-0.3432759,-0.2594257,-0.19190854
cry,0.25193295,-0.14934325,-0.23049438,-0.2771269,-0.038246326,0.33365023,-0.1265798,-0.00050864345,-0.018434092,0.142905,-0.33344588,0.032075994,-0.29357943,0.38383144,0.13991249,0.29110253,-0.2975891,-0.29393274,-0.27956742,-0.3379858
cut,0.34170413,0.075271666,-0.28211212,-0.3379839,0.14284506,-0.003450906,-0.1611795,0.050789237,-0.020976275,0.06683061,-0.23454238,0.10062487,-0.34232187,0.26524287,0.33325613,0.31954032,-0.27703378,-0.2907495,-0.39899552,-0.109186
dance,0.2811095,0.03389447,-0.2931216,-0.15946458,0.014608344,0.10005732,-0.031959046,0.031104043,-0.12755571,0.33440498,-0.3761694,0.28382212,-0.35393423,0.28558806,0.15653136,0.28532767,-0.2735033,-0.37139875,-0.162318,-0.1437436
dangerous,-0.38363305,0.35406372,-0.33557588,0.08596488,-0.109473005,-0.16333033,0.26004082,-0.06349256,0.08521126,0.17902139,-0.16425908,-0.16687354,-0.36960036,-0.13638712,-0.25941774,-0.028261742,-0.2926882,0.41446063,-0.26182944,-0.18992288
dark,-0.16655228,-0.043923706,-0.23928508,0.0089871995,0.1432787,-0.3408129,-0.2836075,-0.10397237,0.2109273,0.27311525,0.24888262,-0.19616888,-0.19203618,0.036230464,0.14123447,-0.2448764,-0.33223003,0.3127769,-0.29805398,-0.39175516
decorate,-0.36200058,0.24682838,0.24245518,-0.3499211,0.29787633,0.015637044,-0.3090413,-0.059342697,0.30099347,0.04727227,-0.2748494,0.016372548,-0.3148652,-0.35157254,-0.27174133,-0.22791423,-0.061050244,0.29997677,0.08569017,0.120594084
deep,0.38330877,-0.02091721,-0.31552428,-0.029331466,0.098212905,-0.28007177,0.21032313,0.14025283,0.028916236,0.31003156,0.4061162,-0.34884185,-0.16510855,0.15326795,-0.17915528,0.2029691,-0.3201819,0.3138865,-0.16552183,0.17352556
delay,-0.21210465,0.16746272,0.2745842,-0.36623955,0.28439078,0.0013780908,-0.15790881,-0.21230024,0.24482787,-0.21384819,-0.23580042,0.15375255,-0.41878244,-0.37017536,-0.077391684,-0.23162134,-0.06602637,0.17011213,0.30995923,-0.025203293
desert,0.21245675,-0.121056646,-0.16004089,0.28260982,0.2687579,-0.041091785,0.2511184,-0.2227358,-0.3268696,-0.26307565,0.29030672,-0.03512425,0.28126803,-0.3138434,-0.014534772,0.2356794,-0.13844638,-0.33897957,0.13933364,-0.24300197
despite,0.26116422,-0.0810115,0.097035944,-0.28826815,0.30493468,-0.31589302,0.30694526,-0.3605852,0.2743594,-0.25989673,0.30969974,-0.1806649,0.19414617,0.25985268,0.03379128,-0.052271277,-0.24876137,0.25345868,-0.011817848,-0.29024306
detach,0.0783842,0.32508057,0.047265247,-0.32496935,0.1681495,0.33345413,0.1436379,-0.28212053,0.20225179,-0.3943835,0.0397026,0.19980805,-0.30969712,-0.20231351,0.1319322,-0.28462347,0.13929039,0.14049453,0.30781323,-0.2501873
different,-0.30882883,-0.03451959,-0.26411128,0.18000299,0.11822479,-0.35692087,-0.28929386,0.015041513,0.34895736,0.14507689,0.17745826,-0.04027668,-0.23103787,0.27841717,0.18955246,-0.22356783,-0.29952136,0.26329845,-0.26798356,-0.2495868
difficult,-0.27729875,-0.06521419,0.12674251,0.26198733,0.25187644,-0.308732,-0.2838989,-0.11240449,-0.10682291,0.2194019,0.30597368,0.2591451,-0.2545226,-0.08154821,0.030543897,-0.28028703,-0.33640376,0.25207454,-0.03677478,-0.30888265
dirty,-0.28038985,0.16406962,-0.28050113,-0.031402912,0.35359725,-0.3516509,-0.14530762,0.26730043,-0.13505979,-0.054248586,0.28383404,0.29003716,0.074777685,-0.05135115,-0.40255997,-0.2174582,-0.30514133,0.0021529566,-0.17183913,-0.37066808
discover,-0.28038096,0.116104536,0.32840478,0.22316897,-0.17340311,-0.29093915,-0.13974644,0.07081389,0.2747326,-0.026876692,-0.26192123,-0.18202819,-0.34954938,-0.32007745,-0.062744394,-0.15710916,-0.33131844,-0.21300101,-0.35059056,0.17682168
do,0.21597397,0.12016469,-0.3382038,-0.23512585,-0.26856747,0.11366241,-0.1841841,-0.18204537,-0.031791512,0.17829423,-0.2614292,0.20306008,-0.29696235,0.35218078,0.31723633,0.22333108,-0.23567708,-0.25452536,-0.33311614,-0.17258717
doctor,0.22426131,-0.22154342,-0.16818042,0.28847805,0.19910988,0.07756027,0.1528843,-0.34428334,-0.32805032,-0.35340962,0.15877077,-0.2940175,0.29215318,-0.28903943,0.04997695,0.25072435,-0.14027695,-0.3214768,0.008378911,-0.07412636
dog,0.12933786,0.34876862,-0.39883143,0.4329988,0.018696724,0.35723764,0.240201,0.22450902,-0.35265464,-0.113089345,-0.25071028,0.13630958,-0.17249523,-0.18867166,0.21644081,0.122577734,0.016166989,0.3360855,0.39719325,-0.059118483
door,0.019430071,0.35637698,-0.4430328,0.42266774,-0.14424929,-0.13250174,0.18098754,-0.003477845,-0.41652873,-0.21912116,-0.1729026,0.40653798,-0.059785362,0.2934977,0.08937985,0.33361593,-0.39230895,0.3204817,0.29446515,-0.17337446
down,-0.30614752,-0.1765765,0.03992315,-0.1939325,0.196795,-0.042270213,0.22440533,-0.27201054,-0.30363026,-0.28814757,-0.15114096,-0.28734502,0.2897069,0.1065144,0.3925899,0.2524567,-0.26385358,0.05670939,0.23936413,-0.30225322
dream,0.21779947,0.24937503,-0.25635707,0.2532741,-0.23576063,0.17453536,0.36525112,0.0026594049,-0.26837245,-0.05985132,-0.16724895,0.21117629,-0.24808288,0.03824195,0.36463335,0.36092082,-0.15433285,0.17180401,0.34470573,0.15069325
drink,0.2922583,0.29267493,-0.2880833,-0.19917428,-0.032497182,-0.18403919,-0.09012896,-0.09573273,-0.14888464,0.24523866,-0.29742622,0.2705405,-0.3389173,0.22820638,0.30589664,0.1632803,-0.23026887,-0.34565976,-0.29584435,0.066856705
dry,0.30353975,-0.089245304,-0.29163915,-0.12077747,0.09574727,-0.31313688,0.203206,0.22837213,0.015655467,0.37939358,0.33931056,-0.30522916,0.069351405,0.32764715,-0.29942995,0.25993377,-0.3542074,-0.17455725,-0.22068666,0.22729905
dull,0.2654974,-0.32345423,-0.39554596,-0.46107012,0.24888867,-0.18411848,0.17096101,0.0736668,-0.093207896,0.41441447,0.34470722,-0.18217158,-0.15379196,0.06832663,-0.38755515,0.068859495,-0.40216318,0.13308685,-0.014302493,0.051154163
dumb,0.23028941,-0.023856796,-0.31797725,0.25304678,-0.35769895,-0.021656731,-0.24276942,-0.18251176,0.22688945,0.20277756,0.29928294,-0.34023023,-0.2653919,-0.12839678,0.30732435,0.22289748,-0.24190985,0.26036817,0.0053954083,-0.047381468
during,0.01809193,-0.13978726,0.18630102,-0.044040084,0.30452374,-0.035785794,0.12973554,-0.35264206,-0.3043555,-0.30639565,-0.24877565,-0.2583653,0.10019265,0.24213247,0.27812663,0.34359324,-0.33182004,-0.20269468,0.2031599,-0.33283016
early,0.048188,0.035165884,-0.29306298,-0.20333573,0.27669626,-0.38694513,0.08764121,0.15480037,-0.27506077,0.04489473,0.32180125,0.15642436,0.28465125,0.19537394,-0.3784638,-0.06724136,-0.35801417,-0.0025995856,-0.22190367,-0.39670277
earth,0.06691859,0.3196621,-0.21570122,0.2781796,-0.31451875,-0.2980526,-0.14725533,0.21367379,-0.033258528,-0.032713342,-0.26966786,0.229807,-0.28141412,-0.34802532,0.03963623,0.17020178,-0.31598312,0.048875745,-0.3601026,-0.17533287
